received,answered,sent,node degree,latency,hops
100,50,150,2,32.0,0
600,350,350,6,802.0,4
264.2857142857143,92.85714285714286,264.2857142857143,4.285714285714286,280.6722352941176,1.4029411764705881
134.8045581854079,106.51074037450894,64.82037235521643,1.2964074471043285,186.76666179187532,0.8049533724545098
