received,answered,sent,node degree,latency,hops
100,50,150,2,44.0,0
700,450,300,5,963.0,4
238.88888888888889,94.44444444444444,238.88888888888889,3.7777777777777777,317.75894736842105,1.5189473684210526
152.21429604078563,127.12834523274557,39.727607885233006,0.7945521577046603,215.16371168194186,0.8391096587093078
