received,answered,sent,node degree,latency,hops
100,50,150,2,33.0,0
650,400,300,5,685.0,4
250.0,93.75,250.0,4.0,292.414962962963,1.4588148148148148
143.22297480788657,117.22622223498963,50.63696835418333,1.0127393670836666,195.92338512477912,0.8209050473909288
